Year,Date,Time,Race Name,Generic Race Type,Course,Position,Draw,Horse Name,SP (Decimal),Jockey,Trainer
2020,Fri/13/Mar,04:10:00,St. James's Place Foxhunter Challenge Cup Open Hunters' Chase,"Hunter Chase (Amateur, Foxhunter)",Cheltenham,8,24,Kalabaloo (IRE),41,Miss Gina,Andrews T Ellis
2020,Fri/13/Mar,04:10:00,St. James's Place Foxhunter Challenge Cup Open Hunters' Chase,"Hunter Chase (Amateur, Foxhunter)",Cheltenham,9,1,Alcala I (FR),34,Angus Cheleda,Paul Nicholls
2020,Fri/13/Mar,04:10:00,St. James's Place Foxhunter Challenge Cup Open Hunters' Chase,"Hunter Chase (Amateur, Foxhunter)",Cheltenham,11,8,Don Poli (IRE),1.04,Tristan Durrell,N A Pearce
2020,Fri/13/Mar,04:10:00,St. James's Place Foxhunter Challenge Cup Open Hunters' Chase,"Hunter Chase (Amateur, Foxhunter)",Cheltenham,13,23,Top Wood (FR),1.04,Tabitha Worsley,Kelly Morgan
2020,Fri/13/Mar,04:10:00,St. James's Place Foxhunter Challenge Cup Open Hunters' Chase,"Hunter Chase (Amateur, Foxhunter)",Cheltenham,14,9,Duhallow Tornado (IRE),67,Mr Tommie,M O'Brien O J Pimlott
2020,Fri/13/Mar,04:10:00,St. James's Place Foxhunter Challenge Cup Open Hunters' Chase,"Hunter Chase (Amateur, Foxhunter)",Cheltenham,16,16,Mr Mercurial (IRE),101,Mr Will,Ramsay Will Ramsay
2020,Fri/13/Mar,04:10:00,St. James's Place Foxhunter Challenge Cup Open Hunters' Chase,"Hunter Chase (Amateur, Foxhunter)",Cheltenham,17,18,Sausalito Sunrise (IRE),101,Mr John,Smith-Maxwell Alexandra Dunn
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,1,2,Indefatigable (IRE),1.04,Rex Dingle,Paul Webber
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,3,24,Great White Shark (FR),41,Donal McInerney,W P Mullins
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,6,8,Mill Green,67,Joe Anderson,Nicky Henderson
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,7,3,Five O'Clock (FR),1.14,Conor McNamara,W P Mullins
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,8,13,Ilikedwayurthinkin (IRE),1.15,Darragh O'Keeffe,Gavin Cromwell
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,10,7,Doctor Duffy (IRE),1.05,Kevin Brouder,C Byrnes
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,12,12,Front View (FR),5,Jonjo O'Neill Jr,Joseph Patrick O'Brien
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,13,5,Espoir De Romay (FR),1.05,Chester Williams,Kim Bailey
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,14,20,Thomas Macdonagh,51,Page Fuller,Jamie Snowden
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,15,25,Escaria Ten (FR),1.06,Fergus Gregory,Gordon Elliott
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,16,16,Anything Will Do (IRE),67,Oakley Brown,Joseph Patrick O'Brien
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,17,21,Ecco,51,Lorcan Williams,Paul Nicholls
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,18,14,Cliffs Of Dover,67,Bryan Carver,Paul Nicholls
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,2,10,Big Blue,67,Luca Morgan,Ciaron Maher & David Eustace
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,BD,11,My Sister Sarah (IRE),34,Adam Short,W P Mullins
2020,Fri/13/Mar,05:30:00,Martin Pipe Conditional Jockeys' Handicap Hurdle,Conditional Jockeys Handicap Hurdle (Martin Pipe),Cheltenham,F,4,Column Of Fire (IRE),1.15,E Walsh,Gordon Elliott
2021,Tue/16/Mar,01:20:00,Sky Bet Supreme Novices' Hurdle (Grade 1) (GBB Race),"Novice Hurdle - Grade 1 (Supreme, 2m)",Cheltenham,1,1,Appreciate It (IRE),1.73,Paul Townend,W P Mullins
2021,Tue/16/Mar,01:20:00,Sky Bet Supreme Novices' Hurdle (Grade 1) (GBB Race),"Novice Hurdle - Grade 1 (Supreme, 2m)",Cheltenham,2,2,Ballyadam (IRE),1.17,Jack Kennedy,Henry De Bromhead
2021,Tue/16/Mar,01:20:00,Sky Bet Supreme Novices' Hurdle (Grade 1) (GBB Race),"Novice Hurdle - Grade 1 (Supreme, 2m)",Cheltenham,3,4,For Pleasure (IRE),41,Harry Bannister,Alex Hales
2021,Tue/16/Mar,01:20:00,Sky Bet Supreme Novices' Hurdle (Grade 1) (GBB Race),"Novice Hurdle - Grade 1 (Supreme, 2m)",Cheltenham,4,8,Soaring Glory (IRE),1.1,Jonjo O'Neill Jr,Jonjo O'Neill
2021,Tue/16/Mar,01:20:00,Sky Bet Supreme Novices' Hurdle (Grade 1) (GBB Race),"Novice Hurdle - Grade 1 (Supreme, 2m)",Cheltenham,5,6,Irascible (FR),1.04,Rachael Blackmore,Henry De Bromhead
2021,Tue/16/Mar,01:20:00,Sky Bet Supreme Novices' Hurdle (Grade 1) (GBB Race),"Novice Hurdle - Grade 1 (Supreme, 2m)",Cheltenham,6,5,Grumpy Charley,1.04,Bryan Carver,Chris Honour
2021,Tue/16/Mar,01:20:00,Sky Bet Supreme Novices' Hurdle (Grade 1) (GBB Race),"Novice Hurdle - Grade 1 (Supreme, 2m)",Cheltenham,7,7,Metier (IRE),1.18,Sean Bowen,Harry Fry
2021,Tue/16/Mar,01:20:00,Sky Bet Supreme Novices' Hurdle (Grade 1) (GBB Race),"Novice Hurdle - Grade 1 (Supreme, 2m)",Cheltenham,F,3,Blue Lord (FR),1.09,Daryl Jacob,W P Mullins
2021,Tue/16/Mar,01:55:00,Sporting Life Arkle Challenge Trophy Novices' Chase (Grade 1) (GBB Race),"Novice Chase - Grade 1 (Arkle, 2m)",Cheltenham,1,6,Shishkin (IRE),1.44,Nico de Boinville,Nicky Henderson
2021,Tue/16/Mar,01:55:00,Sporting Life Arkle Challenge Trophy Novices' Chase (Grade 1) (GBB Race),"Novice Chase - Grade 1 (Arkle, 2m)",Cheltenham,2,3,Eldorado Allen (FR),34,Harry Cobden,Colin Tizzard
2021,Tue/16/Mar,01:55:00,Sporting Life Arkle Challenge Trophy Novices' Chase (Grade 1) (GBB Race),"Novice Chase - Grade 1 (Arkle, 2m)",Cheltenham,3,2,Captain Guinness (IRE),1.1,Rachael Blackmore,Henry De Bromhead
2021,Tue/16/Mar,01:55:00,Sporting Life Arkle Challenge Trophy Novices' Chase (Grade 1) (GBB Race),"Novice Chase - Grade 1 (Arkle, 2m)",Cheltenham,4,1,Allmankind,1.2,Harry Skelton,Dan Skelton
2021,Tue/16/Mar,01:55:00,Sporting Life Arkle Challenge Trophy Novices' Chase (Grade 1) (GBB Race),"Novice Chase - Grade 1 (Arkle, 2m)",Cheltenham,5,4,Franco De Port (FR),1.13,Paul Townend,W P Mullins
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,1,9,Vintage Clouds (IRE),1.04,Ryan Mania,Sue Smith
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,2,6,Happygolucky (IRE),4.33,David Bass,Kim Bailey
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,3,2,Aye Right (IRE),1.18,Richard Johnson,Harriet Graham
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,4,1,Cepage (FR),1.07,Charlie Deutsch,Venetia Williams
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,5,12,One For The Team,1.12,Tom Scudamore,Nick Williams
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,6,10,Discordantly (IRE),1.1,Robbie Power,Mrs John Harrington
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,8,14,Nietzsche,41,Jonathan Burke,Brian Ellison
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,9,5,Milan Native (IRE),1.15,Jack Kennedy,Mrs Denise Foster
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,10,13,The Wolf (FR),1.05,A P Heskin,Olly Murphy
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,11,3,Pym (IRE),1.07,Nico de Boinville,Nicky Henderson
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,12,11,Admiral's Secret,1.05,Alan Johns,Victor Dartnall
2021,Tue/16/Mar,02:30:00,Ultima Handicap Chase (Grade 3) (GBB Race),"Handicap Chase (Ultima, 3m1f)",Cheltenham,13,16,Fingerontheswitch (IRE),67,Millie Wonnacott,Neil Mulholland
2021,Tue/16/Mar,03:05:00,Unibet Champion Hurdle Challenge Trophy (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,1,10,Honeysuckle,2.1,Rachael Blackmore,Henry De Bromhead
2021,Tue/16/Mar,03:05:00,Unibet Champion Hurdle Challenge Trophy (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,2,7,Sharjah (FR),1.09,Paul Townend,W P Mullins
2021,Tue/16/Mar,03:05:00,Unibet Champion Hurdle Challenge Trophy (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,3,9,Epatante (FR),1.25,Aidan Coleman,Nicky Henderson
2021,Tue/16/Mar,03:05:00,Unibet Champion Hurdle Challenge Trophy (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,4,2,Aspire Tower (IRE),34,Robbie Power,Henry De Bromhead
2021,Tue/16/Mar,03:05:00,Unibet Champion Hurdle Challenge Trophy (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,5,5,Not So Sleepy,126,Jonathan Burke,Hughie Morrison
2021,Tue/16/Mar,03:05:00,Unibet Champion Hurdle Challenge Trophy (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,6,8,Silver Streak (IRE),1.05,Tom O'Brien,Evan Williams
2021,Tue/16/Mar,03:05:00,Unibet Champion Hurdle Challenge Trophy (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,7,6,Saldier (FR),81,Danny Mullins,W P Mullins
2021,Tue/16/Mar,03:05:00,Unibet Champion Hurdle Challenge Trophy (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,8,3,Goshen (FR),1.18,Jamie Moore,Gary Moore
2021,Tue/16/Mar,03:05:00,Unibet Champion Hurdle Challenge Trophy (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,9,4,James Du Berlais (FR),1.07,Daryl Jacob,W P Mullins
2021,Tue/16/Mar,03:05:00,Unibet Champion Hurdle Challenge Trophy (Grade 1) (GBB Race),Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,F,1,Abacadabras (FR),1.1,Jack Kennedy,Mrs Denise Foster
2021,Tue/16/Mar,03:40:00,Close Brothers Mares' Hurdle (Registered As The David Nicholson Mares' Hurdle) (Grade 1) (GBB Race),Mares Hurdle - Grade 1/2,Cheltenham,1,1,Black Tears,1.09,Jack Kennedy,Mrs Denise Foster
2021,Tue/16/Mar,03:40:00,Close Brothers Mares' Hurdle (Registered As The David Nicholson Mares' Hurdle) (Grade 1) (GBB Race),Mares Hurdle - Grade 1/2,Cheltenham,3,10,Roksana (IRE),1.33,Harry Skelton,Dan Skelton
2021,Tue/16/Mar,03:40:00,Close Brothers Mares' Hurdle (Registered As The David Nicholson Mares' Hurdle) (Grade 1) (GBB Race),Mares Hurdle - Grade 1/2,Cheltenham,4,7,Indefatigable (IRE),34,Rex Dingle,Paul Webber
2021,Tue/16/Mar,03:40:00,Close Brothers Mares' Hurdle (Registered As The David Nicholson Mares' Hurdle) (Grade 1) (GBB Race),Mares Hurdle - Grade 1/2,Cheltenham,5,9,My Sister Sarah (IRE),41,B J Cooper,W P Mullins
2021,Tue/16/Mar,03:40:00,Close Brothers Mares' Hurdle (Registered As The David Nicholson Mares' Hurdle) (Grade 1) (GBB Race),Mares Hurdle - Grade 1/2,Cheltenham,6,5,Floressa (FR),34,Nico de Boinville,Nicky Henderson
2021,Tue/16/Mar,03:40:00,Close Brothers Mares' Hurdle (Registered As The David Nicholson Mares' Hurdle) (Grade 1) (GBB Race),Mares Hurdle - Grade 1/2,Cheltenham,7,8,Minella Melody (IRE),1.08,Rachael Blackmore,Henry De Bromhead
2021,Tue/16/Mar,03:40:00,Close Brothers Mares' Hurdle (Registered As The David Nicholson Mares' Hurdle) (Grade 1) (GBB Race),Mares Hurdle - Grade 1/2,Cheltenham,8,6,Great White Shark (FR),1.05,Danny Mullins,W P Mullins
2021,Tue/16/Mar,03:40:00,Close Brothers Mares' Hurdle (Registered As The David Nicholson Mares' Hurdle) (Grade 1) (GBB Race),Mares Hurdle - Grade 1/2,Cheltenham,9,3,Dame De Compagnie (FR),1.08,Aidan Coleman,Nicky Henderson
2021,Tue/16/Mar,03:40:00,Close Brothers Mares' Hurdle (Registered As The David Nicholson Mares' Hurdle) (Grade 1) (GBB Race),Mares Hurdle - Grade 1/2,Cheltenham,10,11,Whitehotchillifili (IRE),201,Sean Bowen,Harry Fry
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,1,21,Jeff Kidder (IRE),81,Sean Flanagan,Noel Meade
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,2,3,Saint Sam (FR),5.5,Paul Townend,W P Mullins
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,3,22,Elham Valley (FR),67,Paddy Brennan,Fergal O'Brien
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,4,13,Houx Gris (FR),1.18,Harry Cobden,Paul Nicholls
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,5,15,Coltor (IRE),1.08,Jonjo O'Neill Jr,D K Weld
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,7,7,Riviere d'Etel (FR),1.14,Jack Kennedy,Mrs Denise Foster
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,8,12,Zoffanien (IRE),1.06,Richard Johnson,Denis Gerard Hogan
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,9,10,Hell Red (FR),51,Bryony Frost,Paul Nicholls
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,10,1,Nassalam (FR),1.06,Jamie Moore,Gary Moore
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,11,8,Balko Saint (FR),1.04,Chester Williams,Jane Williams
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,12,4,Cabot Cliffs (IRE),1.08,Harry Skelton,Dan Skelton
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,13,16,Her Indoors (IRE),34,A P Heskin,Alan King
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,14,20,Homme Public (FR),1.09,Henry Brooke,Oliver Greenall
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,15,5,Druid's Altar (IRE),1.04,Hugh Morgan,Joseph Patrick O'Brien
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,16,11,Glorious Zoff (IRE),34,Keith Donoghue,Mrs Denise Foster
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,17,9,Longclaw (USA),101,Simon Torrens,John C McConnell
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,18,2,Youmdor (FR),34,B J Cooper,W P Mullins
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,19,6,Busselton (FR),1.15,J J Slevin,Joseph Patrick O'Brien
2021,Tue/16/Mar,04:15:00,Boodles Juvenile Handicap Hurdle (Registered As The Fred Winter) (Grade 3) (GBB Race),"Juvenile Handicap Hurdle (Fred Winter, 4yo)",Cheltenham,20,23,Curious Bride (IRE),41,Denis O'Regan,Noel Meade
2021,Tue/16/Mar,04:50:00,Sam Vestey National Hunt Challenge Cup Novices' Chase (Grade 2) (GBB Race),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,1,3,Galvin (IRE),1.29,Jack Kennedy,I R Ferguson
2021,Tue/16/Mar,04:50:00,Sam Vestey National Hunt Challenge Cup Novices' Chase (Grade 2) (GBB Race),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,2,8,Next Destination (IRE),1.33,Harry Cobden,Paul Nicholls
2021,Tue/16/Mar,04:50:00,Sam Vestey National Hunt Challenge Cup Novices' Chase (Grade 2) (GBB Race),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,3,2,Escaria Ten (FR),3.75,A P Heskin,Mrs Denise Foster
2021,Tue/16/Mar,04:50:00,Sam Vestey National Hunt Challenge Cup Novices' Chase (Grade 2) (GBB Race),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,4,13,Snow Leopardess,1.06,Aidan Coleman,Charlie Longsdon
2021,Tue/16/Mar,04:50:00,Sam Vestey National Hunt Challenge Cup Novices' Chase (Grade 2) (GBB Race),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,5,10,Remastered,1.18,Tom Scudamore,David Pipe
2021,Tue/16/Mar,04:50:00,Sam Vestey National Hunt Challenge Cup Novices' Chase (Grade 2) (GBB Race),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,6,12,The Mighty Don (IRE),41,James Davies,Nick Gifford
2021,Tue/16/Mar,04:50:00,Sam Vestey National Hunt Challenge Cup Novices' Chase (Grade 2) (GBB Race),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,7,5,Lord Royal (FR),1.1,Paul Townend,W P Mullins
2021,Tue/16/Mar,04:50:00,Sam Vestey National Hunt Challenge Cup Novices' Chase (Grade 2) (GBB Race),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,8,1,Eden Du Houx (FR),201,David Noonan,David Pipe
2021,Wed/17/Mar,13:20:00,Ballymore Novices' Hurdle (Grade 1) (Registered As The Baring Bingham) (GBB Race),"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,1,2,Bob Olinger (IRE),2.5,Rachael Blackmore,Henry De Bromhead
2021,Wed/17/Mar,13:20:00,Ballymore Novices' Hurdle (Grade 1) (Registered As The Baring Bingham) (GBB Race),"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,2,5,Gaillard Du Mesnil (FR),1.44,Paul Townend,W P Mullins
2021,Wed/17/Mar,13:20:00,Ballymore Novices' Hurdle (Grade 1) (Registered As The Baring Bingham) (GBB Race),"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,3,3,Bravemansgame (FR),1.25,Harry Cobden,Paul Nicholls
2021,Wed/17/Mar,13:20:00,Ballymore Novices' Hurdle (Grade 1) (Registered As The Baring Bingham) (GBB Race),"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,4,1,Bear Ghylls (IRE),1.13,Matt Griffiths,Nicky Martin
2021,Wed/17/Mar,13:20:00,Ballymore Novices' Hurdle (Grade 1) (Registered As The Baring Bingham) (GBB Race),"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,5,4,Does He Know,51,David Bass,Kim Bailey
2021,Wed/17/Mar,13:20:00,Ballymore Novices' Hurdle (Grade 1) (Registered As The Baring Bingham) (GBB Race),"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,6,6,Keskonrisk (FR),1.05,Donagh Meyler,Joseph Patrick O'Brien
2021,Wed/17/Mar,13:20:00,Ballymore Novices' Hurdle (Grade 1) (Registered As The Baring Bingham) (GBB Race),"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,7,7,Optimise Prime (IRE),81,Daryl Jacob,Ben Pauling
2021,Wed/17/Mar,13:55:00,Brown Advisory Novices' Chase (Grade 1) (Registered As The Broadway Novices' Chase) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,1,4,Monkfish (IRE),1.25,Paul Townend,W P Mullins
2021,Wed/17/Mar,13:55:00,Brown Advisory Novices' Chase (Grade 1) (Registered As The Broadway Novices' Chase) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,2,3,Fiddlerontheroof (IRE),41,Robbie Power,Colin Tizzard
2021,Wed/17/Mar,13:55:00,Brown Advisory Novices' Chase (Grade 1) (Registered As The Broadway Novices' Chase) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,3,6,The Big Breakaway (IRE),1.08,Harry Cobden,Colin Tizzard
2021,Wed/17/Mar,13:55:00,Brown Advisory Novices' Chase (Grade 1) (Registered As The Broadway Novices' Chase) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,4,1,Dickie Diver (IRE),34,Aidan Coleman,Nicky Henderson
2021,Wed/17/Mar,13:55:00,Brown Advisory Novices' Chase (Grade 1) (Registered As The Broadway Novices' Chase) (GBB Race),"Novice Chase - Grade 1 (Brown Advisory, 3m)",Cheltenham,F,5,Sporting John (IRE),1.06,Richard Johnson,Philip Hobbs
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,1,15,Heaven Help Us (IRE),34,Richard Condon,Paul Hennessy
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,2,12,Craigneiche (IRE),1.12,Tom Cannon,Nicky Henderson
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,3,10,Tea Clipper (IRE),34,Jonathan Burke,Tom Lacey
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,6,6,Birchdale (IRE),1.08,Nico de Boinville,Nicky Henderson
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,8,25,Dans Le Vent (FR),1.04,Isabel Williams,Evan Williams
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,9,19,Palmers Hill (IRE),34,Jonjo O'Neill Jr,Jonjo O'Neill
2021,Wed/17/Mar,14:30:00,Coral Cup Handicap Hurdle (Grade 3) (GBB Race),"Handicap Hurdle (Coral Cup, 2m5f)",Cheltenham,11,5,Monte Cristo (FR),1.07,Daryl Jacob,Nicky Henderson
